"Bay","Project","Year","Month","Day","Site","Period","Season","Bottom","Cultch","Quadrat","Weight_kg","Spat","Seed","Legal","Weight"
"Apalachicola","NFWF-2021",2021,4,7,"Cabbage Top",13,"Summer","Rock",999,5,0.8,0,0,0,0.8
"Apalachicola","NFWF-2021",2021,4,7,"Cabbage Top",13,"Summer","Rock",999,6,1.5,0,0,0,1.5
"Apalachicola","NFWF-2021",2021,4,7,"Cabbage Top",13,"Summer","Rock",999,7,0.6,0,0,0,0.6
"Apalachicola","NFWF-2021",2021,4,7,"Cabbage Top",13,"Summer","Rock",999,8,2.3,7,1,0,2.3
"Apalachicola","NFWF-2021",2021,4,7,"Cabbage Top",13,"Summer","Rock",999,9,0.8,0,0,0,0.8
"Apalachicola","NFWF-2021",2021,4,7,"Cabbage Top",13,"Summer","Rock",999,10,0.8,0,0,0,0.8
"Apalachicola","NFWF-2021",2021,4,7,"Cabbage Top",13,"Summer","Rock",999,11,0.8,0,0,0,0.8
"Apalachicola","NFWF-2021",2021,4,7,"Cabbage Top",13,"Summer","Rock",999,12,1.2,2,0,0,1.2
"Apalachicola","NFWF-2021",2021,4,7,"Cabbage Top",13,"Summer","Rock",999,13,1.5,1,0,0,1.5
"Apalachicola","NFWF-2021",2021,4,7,"Cabbage Top",13,"Summer","Rock",999,14,1.1,2,0,0,1.1
"Apalachicola","NFWF-2021",2021,4,7,"Cabbage Top",13,"Summer","Rock",999,15,0.9,1,0,0,0.9
"Apalachicola","NFWF-2021",2021,4,7,"Dry Bar",13,"Summer","Rock",999,1,0.9,0,0,0,0.9
"Apalachicola","NFWF-2021",2021,4,7,"Dry Bar",13,"Summer","Rock",999,2,0.6,2,0,0,0.6
"Apalachicola","NFWF-2021",2021,4,7,"Dry Bar",13,"Summer","Rock",999,3,0.7,0,0,0,0.7
"Apalachicola","NFWF-2021",2021,4,7,"Dry Bar",13,"Summer","Rock",999,4,0.8,1,0,0,0.8
"Apalachicola","NFWF-2021",2021,4,7,"Dry Bar",13,"Summer","Rock",999,5,0.9,1,0,0,0.9
"Apalachicola","NFWF-2021",2021,4,7,"Dry Bar",13,"Summer","Rock",999,6,1.5,3,1,0,1.5
"Apalachicola","NFWF-2021",2021,4,7,"Dry Bar",13,"Summer","Rock",999,7,1.2,2,0,0,1.2
"Apalachicola","NFWF-2021",2021,4,7,"Dry Bar",13,"Summer","Rock",999,8,0.8,0,0,0,0.8
"Apalachicola","NFWF-2021",2021,4,7,"Dry Bar",13,"Summer","Rock",999,9,0.7,2,0,0,0.7
"Apalachicola","NFWF-2021",2021,4,7,"Dry Bar",13,"Summer","Rock",999,10,1.1,2,0,0,1.1
"Apalachicola","NFWF-2021",2021,4,7,"Dry Bar",13,"Summer","Rock",999,11,0.9,2,0,0,0.9
"Apalachicola","NFWF-2021",2021,4,7,"Dry Bar",13,"Summer","Rock",999,12,0.6,0,0,0,0.6
"Apalachicola","NFWF-2021",2021,4,7,"Dry Bar",13,"Summer","Rock",999,13,0.7,3,1,0,0.7
"Apalachicola","NFWF-2021",2021,4,7,"Dry Bar",13,"Summer","Rock",999,14,0.9,2,0,0,0.9
"Apalachicola","NFWF-2021",2021,4,7,"Dry Bar",13,"Summer","Rock",999,15,1.2,2,0,0,1.2
"Apalachicola","NFWF-2021",2021,4,7,"Green Point",13,"Summer","Rock",999,1,1,0,0,0,1
"Apalachicola","NFWF-2021",2021,4,7,"Green Point",13,"Summer","Rock",999,2,1.4,0,0,0,1.4
"Apalachicola","NFWF-2021",2021,4,7,"Green Point",13,"Summer","Rock",999,3,1.1,2,0,0,1.1
"Apalachicola","NFWF-2021",2021,4,7,"Green Point",13,"Summer","Rock",999,4,1.8,4,1,0,1.8
"Apalachicola","NFWF-2021",2021,4,7,"Green Point",13,"Summer","Rock",999,5,1.2,2,0,0,1.2
"Apalachicola","NFWF-2021",2021,4,7,"Green Point",13,"Summer","Rock",999,6,1,0,0,0,1
"Apalachicola","NFWF-2021",2021,4,7,"Green Point",13,"Summer","Rock",999,7,1.4,1,0,0,1.4
"Apalachicola","NFWF-2021",2021,4,7,"Green Point",13,"Summer","Rock",999,8,1.2,1,0,0,1.2
"Apalachicola","NFWF-2021",2021,4,7,"Green Point",13,"Summer","Rock",999,9,1,2,0,0,1
"Apalachicola","NFWF-2021",2021,4,7,"Green Point",13,"Summer","Rock",999,10,0.9,1,0,0,0.9
"Apalachicola","NFWF-2021",2021,4,7,"Green Point",13,"Summer","Rock",999,11,1.6,3,1,0,1.6
"Apalachicola","NFWF-2021",2021,4,7,"Green Point",13,"Summer","Rock",999,12,1.2,0,0,0,1.2
"Apalachicola","NFWF-2021",2021,4,7,"Green Point",13,"Summer","Rock",999,13,0.7,0,0,0,0.7
"Apalachicola","NFWF-2021",2021,4,7,"Green Point",13,"Summer","Rock",999,14,2.1,6,1,0,2.1
"Apalachicola","NFWF-2021",2021,4,7,"Green Point",13,"Summer","Rock",999,15,1.7,7,1,0,1.7
"Apalachicola","NFWF-2021",2021,3,24,"Eleven Mile",12,"Winter","Rock",999,1,0.5,1,0,0,0.5
"Apalachicola","NFWF-2021",2021,3,24,"Eleven Mile",12,"Winter","Rock",999,2,0.5,0,0,0,0.5
"Apalachicola","NFWF-2021",2021,3,24,"Eleven Mile",12,"Winter","Rock",999,3,0.3,0,0,0,0.3
"Apalachicola","NFWF-2021",2021,3,24,"Eleven Mile",12,"Winter","Rock",999,4,0.7,0,0,0,0.7
"Apalachicola","NFWF-2021",2021,3,24,"Eleven Mile",12,"Winter","Rock",999,5,0.6,0,0,0,0.6
"Apalachicola","NFWF-2021",2021,3,24,"Eleven Mile",12,"Winter","Rock",999,6,0.3,0,0,0,0.3
"Apalachicola","NFWF-2021",2021,3,24,"Eleven Mile",12,"Winter","Rock",999,7,0.6,0,0,0,0.6
"Apalachicola","NFWF-2021",2021,3,24,"Eleven Mile",12,"Winter","Rock",999,8,0.4,0,0,0,0.4
"Apalachicola","NFWF-2021",2021,3,24,"Eleven Mile",12,"Winter","Rock",999,9,0.4,0,0,0,0.4
"Apalachicola","NFWF-2021",2021,3,24,"Eleven Mile",12,"Winter","Rock",999,10,0.4,0,0,0,0.4
"Apalachicola","NFWF-2021",2021,3,24,"Eleven Mile",12,"Winter","Rock",999,11,0.2,0,0,0,0.2
"Apalachicola","NFWF-2021",2021,3,24,"Eleven Mile",12,"Winter","Rock",999,12,0.5,0,0,0,0.5
"Apalachicola","NFWF-2021",2021,3,24,"Eleven Mile",12,"Winter","Rock",999,13,0.3,0,0,0,0.3
"Apalachicola","NFWF-2021",2021,3,24,"Eleven Mile",12,"Winter","Rock",999,14,0.3,0,0,0,0.3
"Apalachicola","NFWF-2021",2021,3,24,"Eleven Mile",12,"Winter","Rock",999,15,0.3,0,0,0,0.3
"Apalachicola","NFWF-2021",2021,3,23,"Halfmoon",12,"Winter","Rock",999,1,1.8,13,4,0,1.8
"Apalachicola","NFWF-2021",2021,3,23,"Halfmoon",12,"Winter","Rock",999,2,1.4,15,5,0,1.4
"Apalachicola","NFWF-2021",2021,3,23,"Halfmoon",12,"Winter","Rock",999,3,1.2,12,4,0,1.2
"Apalachicola","NFWF-2021",2021,3,23,"Halfmoon",12,"Winter","Rock",999,4,1.2,9,3,0,1.2
"Apalachicola","NFWF-2021",2021,3,23,"Halfmoon",12,"Winter","Rock",999,5,1.9,13,4,0,1.9
"Apalachicola","NFWF-2021",2021,3,23,"Halfmoon",12,"Winter","Rock",999,6,1.2,9,3,0,1.2
"Apalachicola","NFWF-2021",2021,3,23,"Halfmoon",12,"Winter","Rock",999,7,1.6,19,6,0,1.6
"Apalachicola","NFWF-2021",2021,3,23,"Halfmoon",12,"Winter","Rock",999,8,1.6,14,5,0,1.6
"Apalachicola","NFWF-2021",2021,3,23,"Halfmoon",12,"Winter","Rock",999,9,1.2,5,2,0,1.2
"Apalachicola","NFWF-2021",2021,3,23,"Halfmoon",12,"Winter","Rock",999,10,1.8,12,4,0,1.8
"Apalachicola","NFWF-2021",2021,3,23,"Halfmoon",12,"Winter","Rock",999,11,1.1,12,4,0,1.1
"Apalachicola","NFWF-2021",2021,3,23,"Halfmoon",12,"Winter","Rock",999,12,1.6,15,5,0,1.6
"Apalachicola","NFWF-2021",2021,3,23,"Halfmoon",12,"Winter","Rock",999,13,1.2,13,4,0,1.2
"Apalachicola","NFWF-2021",2021,3,23,"Halfmoon",12,"Winter","Rock",999,14,1.3,11,4,0,1.3
"Apalachicola","NFWF-2021",2021,3,23,"Halfmoon",12,"Winter","Rock",999,15,0.9,6,2,0,0.9
"Apalachicola","NFWF-2021",2021,3,31,"Lighthouse Bar",12,"Winter","Rock",999,1,1.6,7,2,0,1.6
"Apalachicola","NFWF-2021",2021,3,31,"Lighthouse Bar",12,"Winter","Rock",999,2,3.2,7,2,0,3.2
"Apalachicola","NFWF-2021",2021,3,31,"Lighthouse Bar",12,"Winter","Rock",999,3,1,0,0,0,1
"Apalachicola","NFWF-2021",2021,3,31,"Lighthouse Bar",12,"Winter","Rock",999,4,0.9,3,1,0,0.9
"Apalachicola","NFWF-2021",2021,3,31,"Lighthouse Bar",12,"Winter","Rock",999,5,2.4,19,6,0,2.4
"Apalachicola","NFWF-2021",2021,3,31,"Lighthouse Bar",12,"Winter","Rock",999,6,0.5,1,0,0,0.5
"Apalachicola","NFWF-2021",2021,3,31,"Lighthouse Bar",12,"Winter","Rock",999,7,1.4,7,2,0,1.4
"Apalachicola","NFWF-2021",2021,3,31,"Lighthouse Bar",12,"Winter","Rock",999,8,1.5,9,3,0,1.5
"Apalachicola","NFWF-2021",2021,3,31,"Lighthouse Bar",12,"Winter","Rock",999,9,0.7,0,0,0,0.7
"Apalachicola","NFWF-2021",2021,3,31,"Lighthouse Bar",12,"Winter","Rock",999,10,0.2,0,0,0,0.2
"Apalachicola","NFWF-2021",2021,3,31,"Lighthouse Bar",12,"Winter","Rock",999,11,0.5,1,0,0,0.5
"Apalachicola","NFWF-2021",2021,3,31,"Lighthouse Bar",12,"Winter","Rock",999,12,0.6,4,1,0,0.6
"Apalachicola","NFWF-2021",2021,3,31,"Lighthouse Bar",12,"Winter","Rock",999,13,0.4,1,0,0,0.4
"Apalachicola","NFWF-2021",2021,3,31,"Lighthouse Bar",12,"Winter","Rock",999,14,1.1,4,1,0,1.1
"Apalachicola","NFWF-2021",2021,3,31,"Lighthouse Bar",12,"Winter","Rock",999,15,0.5,1,0,0,0.5
"Apalachicola","NFWF-2021",2021,3,31,"Normans",12,"Winter","Rock",999,1,0.6,2,1,0,0.6
"Apalachicola","NFWF-2021",2021,3,31,"Normans",12,"Winter","Rock",999,2,0.6,7,2,0,0.6
"Apalachicola","NFWF-2021",2021,3,31,"Normans",12,"Winter","Rock",999,3,0.6,1,0,0,0.6
"Apalachicola","NFWF-2021",2021,3,31,"Normans",12,"Winter","Rock",999,4,0.8,6,2,0,0.8
"Apalachicola","NFWF-2021",2021,3,31,"Normans",12,"Winter","Rock",999,5,0.5,2,1,0,0.5
"Apalachicola","NFWF-2021",2021,3,31,"Normans",12,"Winter","Rock",999,6,0.3,0,0,0,0.3
"Apalachicola","NFWF-2021",2021,3,31,"Normans",12,"Winter","Rock",999,7,1,8,3,0,1
"Apalachicola","NFWF-2021",2021,3,31,"Normans",12,"Winter","Rock",999,8,0.8,4,1,0,0.8
"Apalachicola","NFWF-2021",2021,3,31,"Normans",12,"Winter","Rock",999,9,0.6,3,1,0,0.6
"Apalachicola","NFWF-2021",2021,3,31,"Normans",12,"Winter","Rock",999,10,0.4,1,0,0,0.4
"Apalachicola","NFWF-2021",2021,3,31,"Normans",12,"Winter","Rock",999,11,0.8,2,1,0,0.8
"Apalachicola","NFWF-2021",2021,3,31,"Normans",12,"Winter","Rock",999,12,0.5,4,1,0,0.5
"Apalachicola","NFWF-2021",2021,3,31,"Normans",12,"Winter","Rock",999,13,0.4,1,0,0,0.4
"Apalachicola","NFWF-2021",2021,3,31,"Normans",12,"Winter","Rock",999,14,0.5,2,1,0,0.5
"Apalachicola","NFWF-2021",2021,3,31,"Normans",12,"Winter","Rock",999,15,0.6,4,1,0,0.6
"Apalachicola","NFWF-2021",2021,3,31,"Hotel Bar",12,"Winter","Rock",999,1,1.6,1,0,0,1.6
"Apalachicola","NFWF-2021",2021,3,31,"Hotel Bar",12,"Winter","Rock",999,2,1.8,3,1,0,1.8
"Apalachicola","NFWF-2021",2021,3,31,"Hotel Bar",12,"Winter","Rock",999,3,1.4,4,1,0,1.4
"Apalachicola","NFWF-2021",2021,3,31,"Hotel Bar",12,"Winter","Rock",999,4,1.7,3,1,0,1.7
"Apalachicola","NFWF-2021",2021,3,31,"Hotel Bar",12,"Winter","Rock",999,5,1.2,0,0,0,1.2
"Apalachicola","NFWF-2021",2021,3,31,"Hotel Bar",12,"Winter","Rock",999,6,2.2,7,2,0,2.2
"Apalachicola","NFWF-2021",2021,3,31,"Hotel Bar",12,"Winter","Rock",999,7,2.1,1,0,0,2.1
"Apalachicola","NFWF-2021",2021,3,31,"Hotel Bar",12,"Winter","Rock",999,8,1.4,1,0,0,1.4
"Apalachicola","NFWF-2021",2021,3,31,"Hotel Bar",12,"Winter","Rock",999,9,0.6,1,0,0,0.6
"Apalachicola","NFWF-2021",2021,3,31,"Hotel Bar",12,"Winter","Rock",999,10,2.8,31,10,1,2.8
"Apalachicola","NFWF-2021",2021,3,31,"Hotel Bar",12,"Winter","Rock",999,11,2.2,13,4,0,2.2
"Apalachicola","NFWF-2021",2021,3,31,"Hotel Bar",12,"Winter","Rock",999,12,2.4,22,7,0,2.4
"Apalachicola","NFWF-2021",2021,3,31,"Hotel Bar",12,"Winter","Rock",999,13,2.3,13,4,0,2.3
"Apalachicola","NFWF-2021",2021,3,31,"Hotel Bar",12,"Winter","Rock",999,14,0.9,6,2,0,0.9
"Apalachicola","NFWF-2021",2021,3,31,"Hotel Bar",12,"Winter","Rock",999,15,3.9,7,2,0,3.9
"Apalachicola","NFWF-2021",2021,3,31,"East Lumps",12,"Winter","Rock",999,1,0.3,0,0,0,0.3
"Apalachicola","NFWF-2021",2021,3,31,"East Lumps",12,"Winter","Rock",999,2,0.5,0,0,0,0.5
"Apalachicola","NFWF-2021",2021,3,31,"East Lumps",12,"Winter","Rock",999,3,0.3,0,0,0,0.3
"Apalachicola","NFWF-2021",2021,3,31,"East Lumps",12,"Winter","Rock",999,4,0.5,1,0,0,0.5
"Apalachicola","NFWF-2021",2021,3,31,"East Lumps",12,"Winter","Rock",999,5,0.6,1,0,0,0.6
"Apalachicola","NFWF-2021",2021,3,31,"East Lumps",12,"Winter","Rock",999,6,0.3,0,0,0,0.3
"Apalachicola","NFWF-2021",2021,3,31,"East Lumps",12,"Winter","Rock",999,7,0.4,0,0,0,0.4
"Apalachicola","NFWF-2021",2021,3,31,"East Lumps",12,"Winter","Rock",999,8,0.5,1,0,0,0.5
"Apalachicola","NFWF-2021",2021,3,31,"East Lumps",12,"Winter","Rock",999,9,0.4,0,0,0,0.4
"Apalachicola","NFWF-2021",2021,3,31,"East Lumps",12,"Winter","Rock",999,10,0.8,1,0,0,0.8
"Apalachicola","NFWF-2021",2021,3,31,"East Lumps",12,"Winter","Rock",999,11,0.6,0,0,0,0.6
"Apalachicola","NFWF-2021",2021,3,31,"East Lumps",12,"Winter","Rock",999,12,0.7,0,0,0,0.7
"Apalachicola","NFWF-2021",2021,3,31,"East Lumps",12,"Winter","Rock",999,13,0.7,1,0,0,0.7
"Apalachicola","NFWF-2021",2021,3,31,"East Lumps",12,"Winter","Rock",999,14,1,2,1,0,1
"Apalachicola","NFWF-2021",2021,3,31,"East Lumps",12,"Winter","Rock",999,15,0.8,1,0,0,0.8
"Apalachicola","NFWF-2021",2021,3,23,"Cat Point",12,"Winter","Rock",999,1,0.5,1,0,0,0.5
"Apalachicola","NFWF-2021",2021,3,23,"Cat Point",12,"Winter","Rock",999,2,0.7,1,0,0,0.7
"Apalachicola","NFWF-2021",2021,3,23,"Cat Point",12,"Winter","Rock",999,3,0.4,0,0,0,0.4
"Apalachicola","NFWF-2021",2021,3,23,"Cat Point",12,"Winter","Rock",999,4,0.4,2,1,0,0.4
"Apalachicola","NFWF-2021",2021,3,23,"Cat Point",12,"Winter","Rock",999,5,0.4,2,1,0,0.4
"Apalachicola","NFWF-2021",2021,3,23,"Cat Point",12,"Winter","Rock",999,6,0.5,2,1,0,0.5
"Apalachicola","NFWF-2021",2021,3,23,"Cat Point",12,"Winter","Rock",999,7,0.7,4,1,0,0.7
"Apalachicola","NFWF-2021",2021,3,23,"Cat Point",12,"Winter","Rock",999,8,0.6,1,0,0,0.6
"Apalachicola","NFWF-2021",2021,3,23,"Cat Point",12,"Winter","Rock",999,9,1.4,5,2,0,1.4
"Apalachicola","NFWF-2021",2021,3,23,"Cat Point",12,"Winter","Rock",999,10,0.4,1,0,0,0.4
"Apalachicola","NFWF-2021",2021,3,23,"Cat Point",12,"Winter","Rock",999,11,0.4,0,0,0,0.4
"Apalachicola","NFWF-2021",2021,3,23,"Cat Point",12,"Winter","Rock",999,12,0.4,0,0,0,0.4
"Apalachicola","NFWF-2021",2021,3,23,"Cat Point",12,"Winter","Rock",999,13,0.5,1,0,0,0.5
"Apalachicola","NFWF-2021",2021,3,23,"Cat Point",12,"Winter","Rock",999,14,0.5,2,1,0,0.5
"Apalachicola","NFWF-2021",2021,3,23,"Cat Point",12,"Winter","Rock",999,15,0.6,1,0,0,0.6
"Apalachicola","NFWF-2021",2021,3,31,"East Hole",12,"Winter","Rock",999,1,0.2,1,0,0,0.2
"Apalachicola","NFWF-2021",2021,3,31,"East Hole",12,"Winter","Rock",999,2,0.4,2,1,0,0.4
"Apalachicola","NFWF-2021",2021,3,31,"East Hole",12,"Winter","Rock",999,3,0.2,1,0,0,0.2
"Apalachicola","NFWF-2021",2021,3,31,"East Hole",12,"Winter","Rock",999,4,0.1,1,0,0,0.1
"Apalachicola","NFWF-2021",2021,3,31,"East Hole",12,"Winter","Rock",999,5,0.1,1,0,0,0.1
"Apalachicola","NFWF-2021",2021,3,31,"East Hole",12,"Winter","Rock",999,6,0.1,0,0,0,0.1
"Apalachicola","NFWF-2021",2021,3,31,"East Hole",12,"Winter","Rock",999,7,0.1,3,1,0,0.1
"Apalachicola","NFWF-2021",2021,3,31,"East Hole",12,"Winter","Rock",999,8,0.1,0,0,0,0.1
"Apalachicola","NFWF-2021",2021,3,31,"East Hole",12,"Winter","Rock",999,9,0.1,1,0,0,0.1
"Apalachicola","NFWF-2021",2021,3,31,"East Hole",12,"Winter","Rock",999,10,0.3,3,1,0,0.3
"Apalachicola","NFWF-2021",2021,3,31,"East Hole",12,"Winter","Rock",999,11,0.4,2,1,0,0.4
"Apalachicola","NFWF-2021",2021,3,31,"East Hole",12,"Winter","Rock",999,12,0.3,0,0,0,0.3
"Apalachicola","NFWF-2021",2021,3,31,"East Hole",12,"Winter","Rock",999,13,0.6,0,0,0,0.6
"Apalachicola","NFWF-2021",2021,3,31,"East Hole",12,"Winter","Rock",999,14,0.2,1,0,0,0.2
"Apalachicola","NFWF-2021",2021,3,31,"East Hole",12,"Winter","Rock",999,15,0.4,4,1,0,0.4
"Apalachicola","NFWF-2021",2021,3,31,"Platform",12,"Winter","Rock",999,1,0.6,10,3,0,0.6
"Apalachicola","NFWF-2021",2021,3,31,"Platform",12,"Winter","Rock",999,2,0.6,15,5,0,0.6
"Apalachicola","NFWF-2021",2021,3,31,"Platform",12,"Winter","Rock",999,3,0.5,10,3,0,0.5
"Apalachicola","NFWF-2021",2021,3,31,"Platform",12,"Winter","Rock",999,4,0.5,6,2,0,0.5
"Apalachicola","NFWF-2021",2021,3,31,"Platform",12,"Winter","Rock",999,5,0.8,17,6,0,0.8
"Apalachicola","NFWF-2021",2021,3,31,"Platform",12,"Winter","Rock",999,6,0.4,6,2,0,0.4
"Apalachicola","NFWF-2021",2021,3,31,"Platform",12,"Winter","Rock",999,7,0.4,5,2,0,0.4
"Apalachicola","NFWF-2021",2021,3,31,"Platform",12,"Winter","Rock",999,8,0.5,12,4,0,0.5
"Apalachicola","NFWF-2021",2021,3,31,"Platform",12,"Winter","Rock",999,9,1,23,7,1,1
"Apalachicola","NFWF-2021",2021,3,31,"Platform",12,"Winter","Rock",999,10,0.3,1,0,0,0.3
"Apalachicola","NFWF-2021",2021,3,31,"Platform",12,"Winter","Rock",999,11,0.4,5,2,0,0.4
"Apalachicola","NFWF-2021",2021,3,31,"Platform",12,"Winter","Rock",999,12,0.2,7,2,0,0.2
"Apalachicola","NFWF-2021",2021,3,31,"Platform",12,"Winter","Rock",999,13,0.4,10,3,0,0.4
"Apalachicola","NFWF-2021",2021,3,31,"Platform",12,"Winter","Rock",999,14,0.3,7,2,0,0.3
"Apalachicola","NFWF-2021",2021,3,31,"Platform",12,"Winter","Rock",999,15,1.2,12,4,0,1.2
"Apalachicola","NFWF-2021",2021,3,31,"Porters",12,"Winter","Rock",999,1,0.04,0,0,0,0.04
"Apalachicola","NFWF-2021",2021,3,31,"Porters",12,"Winter","Rock",999,2,0.1,1,0,0,0.1
"Apalachicola","NFWF-2021",2021,3,31,"Porters",12,"Winter","Rock",999,3,0.2,0,0,0,0.2
"Apalachicola","NFWF-2021",2021,3,31,"Porters",12,"Winter","Rock",999,4,0.1,8,3,0,0.1
"Apalachicola","NFWF-2021",2021,3,31,"Porters",12,"Winter","Rock",999,5,0.1,1,0,0,0.1
"Apalachicola","NFWF-2021",2021,3,31,"Porters",12,"Winter","Rock",999,6,0.1,0,0,0,0.1
"Apalachicola","NFWF-2021",2021,3,31,"Porters",12,"Winter","Rock",999,7,0.3,5,2,0,0.3
"Apalachicola","NFWF-2021",2021,3,31,"Porters",12,"Winter","Rock",999,8,0.2,15,5,0,0.2
"Apalachicola","NFWF-2021",2021,3,31,"Porters",12,"Winter","Rock",999,9,0.1,1,0,0,0.1
"Apalachicola","NFWF-2021",2021,3,31,"Porters",12,"Winter","Rock",999,10,0.1,7,2,0,0.1
"Apalachicola","NFWF-2021",2021,3,31,"Porters",12,"Winter","Rock",999,11,0.2,7,2,0,0.2
"Apalachicola","NFWF-2021",2021,3,31,"Porters",12,"Winter","Rock",999,12,0.2,11,4,0,0.2
"Apalachicola","NFWF-2021",2021,3,31,"Porters",12,"Winter","Rock",999,13,0.04,4,1,0,0.04
"Apalachicola","NFWF-2021",2021,3,31,"Porters",12,"Winter","Rock",999,14,0.1,3,1,0,0.1
"Apalachicola","NFWF-2021",2021,3,31,"Porters",12,"Winter","Rock",999,15,0.1,1,0,0,0.1
"Apalachicola","NFWF-2021",2021,3,23,"Bulkhead",12,"Winter","Rock",999,1,0.8,1,0,0,0.8
"Apalachicola","NFWF-2021",2021,3,23,"Bulkhead",12,"Winter","Rock",999,2,1.1,1,0,0,1.1
"Apalachicola","NFWF-2021",2021,3,23,"Bulkhead",12,"Winter","Rock",999,3,0.7,2,1,0,0.7
"Apalachicola","NFWF-2021",2021,3,23,"Bulkhead",12,"Winter","Rock",999,4,1.3,1,0,0,1.3
"Apalachicola","NFWF-2021",2021,3,23,"Bulkhead",12,"Winter","Rock",999,5,0.6,0,0,0,0.6
"Apalachicola","NFWF-2021",2021,3,23,"Bulkhead",12,"Winter","Rock",999,6,0.7,10,3,0,0.7
"Apalachicola","NFWF-2021",2021,3,23,"Bulkhead",12,"Winter","Rock",999,7,0.6,3,1,0,0.6
"Apalachicola","NFWF-2021",2021,3,23,"Bulkhead",12,"Winter","Rock",999,8,0.5,3,1,0,0.5
"Apalachicola","NFWF-2021",2021,3,23,"Bulkhead",12,"Winter","Rock",999,9,0.8,5,2,0,0.8
"Apalachicola","NFWF-2021",2021,3,23,"Bulkhead",12,"Winter","Rock",999,10,0.8,6,2,0,0.8
"Apalachicola","NFWF-2021",2021,3,23,"Bulkhead",12,"Winter","Rock",999,11,1.2,4,1,0,1.2
"Apalachicola","NFWF-2021",2021,3,23,"Bulkhead",12,"Winter","Rock",999,12,0.6,3,1,0,0.6
"Apalachicola","NFWF-2021",2021,3,23,"Bulkhead",12,"Winter","Rock",999,13,0.6,0,0,0,0.6
"Apalachicola","NFWF-2021",2021,3,23,"Bulkhead",12,"Winter","Rock",999,14,0.4,0,0,0,0.4
"Apalachicola","NFWF-2021",2021,3,23,"Bulkhead",12,"Winter","Rock",999,15,1.1,6,2,0,1.1
"Apalachicola","NFWF-2021",2021,4,26,"393",13,"Summer","Rock",999,1,4.6,23,4,1,4.6
"Apalachicola","NFWF-2021",2021,4,26,"393",13,"Summer","Rock",999,2,3.5,18,3,1,3.5
"Apalachicola","NFWF-2021",2021,4,26,"393",13,"Summer","Rock",999,3,5.2,29,5,1,5.2
"Apalachicola","NFWF-2021",2021,4,26,"393",13,"Summer","Rock",999,4,3.7,14,2,1,3.7
"Apalachicola","NFWF-2021",2021,4,26,"393",13,"Summer","Rock",999,5,4.2,18,3,1,4.2
"Apalachicola","NFWF-2021",2021,4,26,"395",13,"Summer","Rock",999,1,7,30,5,2,7
"Apalachicola","NFWF-2021",2021,4,26,"395",13,"Summer","Rock",999,2,5.2,24,4,1,5.2
"Apalachicola","NFWF-2021",2021,4,26,"395",13,"Summer","Rock",999,3,6.3,33,6,2,6.3
"Apalachicola","NFWF-2021",2021,4,26,"395",13,"Summer","Rock",999,4,5.2,21,4,1,5.2
"Apalachicola","NFWF-2021",2021,4,26,"395",13,"Summer","Rock",999,5,5.2,33,6,2,5.2
"Apalachicola","NFWF-2021",2021,9,29,"Paradise Flats",13,"Summer","Rock",999,1,1.2,2,0,0,1.2
"Apalachicola","NFWF-2021",2021,9,29,"Paradise Flats",13,"Summer","Rock",999,2,1.2,0,0,0,1.2
"Apalachicola","NFWF-2021",2021,9,29,"Paradise Flats",13,"Summer","Rock",999,3,1.4,4,1,0,1.4
"Apalachicola","NFWF-2021",2021,9,29,"Paradise Flats",13,"Summer","Rock",999,4,0.8,1,0,0,0.8
"Apalachicola","NFWF-2021",2021,9,29,"Paradise Flats",13,"Summer","Rock",999,5,1.4,4,1,0,1.4
"Apalachicola","NFWF-2021",2021,9,29,"Paradise Flats",13,"Summer","Rock",999,6,2.3,4,1,0,2.3
"Apalachicola","NFWF-2021",2021,9,29,"Paradise Flats",13,"Summer","Rock",999,7,1.2,2,0,0,1.2
"Apalachicola","NFWF-2021",2021,9,29,"Paradise Flats",13,"Summer","Rock",999,8,1,2,0,0,1
"Apalachicola","NFWF-2021",2021,9,29,"Paradise Flats",13,"Summer","Rock",999,9,1.4,0,0,0,1.4
"Apalachicola","NFWF-2021",2021,9,29,"Paradise Flats",13,"Summer","Rock",999,10,4.1,10,2,0,4.1
"Apalachicola","NFWF-2021",2021,9,29,"Paradise Flats",13,"Summer","Rock",999,11,1.3,4,1,0,1.3
"Apalachicola","NFWF-2021",2021,9,29,"Paradise Flats",13,"Summer","Rock",999,12,1.2,1,0,0,1.2
"Apalachicola","NFWF-2021",2021,9,29,"Paradise Flats",13,"Summer","Rock",999,13,1.1,0,0,0,1.1
"Apalachicola","NFWF-2021",2021,9,29,"Paradise Flats",13,"Summer","Rock",999,14,1.8,0,0,0,1.8
"Apalachicola","NFWF-2021",2021,9,29,"Paradise Flats",13,"Summer","Rock",999,15,1.8,2,0,0,1.8
"Apalachicola","NFWF-2021",2021,9,29,"Cabbage Top",13,"Summer","Rock",999,1,1.5,2,0,0,1.5
"Apalachicola","NFWF-2021",2021,9,29,"Cabbage Top",13,"Summer","Rock",999,2,1.4,8,1,0,1.4
"Apalachicola","NFWF-2021",2021,9,29,"Cabbage Top",13,"Summer","Rock",999,3,0.8,10,2,0,0.8
"Apalachicola","NFWF-2021",2021,9,29,"Cabbage Top",13,"Summer","Rock",999,4,0.9,12,2,1,0.9
